,county,Latitude,Longitude,death_count
327,Beaufort,33.1745976,-79.36990393333333,3
328,Beaumont,30.903031854166667,-97.06709501666667,24
329,Beaver,44.06532523333333,-98.42233859999999,3
330,Beaver Dam,43.502424250000004,-88.84617220000001,2
331,Beaver Dams,42.293409999999994,-77.036673,1
332,Beaver Falls,40.763699233333334,-80.3097781,3
333,Beavercreek,39.770641499999996,-84.06889225,2
334,Beaverton,45.312075189999995,-118.98365786000002,10
335,Bechtelsville,40.422541700000004,-75.6283478,1
336,Beckley,37.7977779,-81.20988646666666,3
337,Beckville,32.2396044,-94.4583728,1
338,Bedford,38.542746293333344,-84.03095907333334,15
339,Bedford Heights,41.4109635,-81.4997737,1
340,Bedford Park,41.760671,-87.74285,1
341,Bedias,30.708698,-95.8967041,1
342,Bedminster Township,40.4214881,-75.146089,1
343,Beebe,35.070539499999995,-91.87972165,2
344,Beech Grove,39.721726600000004,-86.08618620000001,1
345,Beech Island,33.44009095,-81.86555025,2
346,Beecher,42.241624200000004,-85.67528639999999,2
347,Beeville,28.402627949999996,-97.74610489999999,4
348,Bel Air,39.5238627,-76.33135622,5
349,Belcourt,48.78029295,-99.82599735,2
350,Belding,43.092826349999996,-85.22101605,2
351,Belen,34.6655842,-106.77098490000002,1
352,Belfair,47.504161700000004,-122.9313557,1
353,Belfast,44.399497600000004,-69.0321902,1
354,Belfield,46.9381386,-103.20128455,2
355,Belgrade,45.14696815,-90.4817339,2
356,Bell,32.567394433333334,-106.42039586666668,3
357,Bell Gardens,33.96774617999999,-118.16303106000001,5
358,Bella Vista,36.4615177,-94.27905870000001,1
359,Bellaire,32.292668774999996,-91.785397425,4
360,Belle Glade,26.682872600000003,-80.6769225,1
361,Belle Isle,28.4793832,-81.33366550000001,1
362,Belle Plaine,44.6230693,-93.767661,1
363,Belle Vernon,40.164478,-79.796995,1
364,Bellefontaine Neighbors,38.7430101,-90.22576816666667,3
365,Belleview,29.0291642,-82.04483540000001,3
366,Belleville,39.113671335714294,-87.28169042857144,14
367,Bellevue,43.554949556249994,-102.32602476875,16
368,Bellflower,33.88197976428571,-118.12861193571429,14
369,Bellingham,48.77269884,-122.50933662,5
370,Bellmawr,39.874980550000004,-75.10045060000002,2
371,Bellmore,40.661355,-73.52176800000001,1
372,Bellows Falls,43.141327000000004,-72.4545502,1
373,Bellport,40.7721825,-72.94316950000001,2
374,Bellville,29.896476,-96.1876417,1
375,Bellvue,40.6936174,-105.2657119,1
376,Belmont,39.6523821125,-81.420802775,8
377,Beloit,42.517545125000005,-89.03199705,4
378,Belton,34.6691363,-88.37424143749999,8
379,Belvidere,42.28225805,-88.8800901,4
380,Bemidji,47.52059616666666,-94.9191628,3
381,Ben Wheeler,32.4943069,-95.7165761,1
382,Bend,44.05029141111111,-121.31624313333334,9
383,Benicia,38.0475641,-122.1574506,1
384,Benjamin,33.582724,-99.940376,1
385,Bennettsville,34.6165815,-79.6844368,1
386,Benoit,33.6529776,-91.0108249,1
387,Bensalem,40.099908500000005,-74.9594355,1
388,Benson,35.3168441,-78.3829081,1
389,Benton,35.56586562727273,-90.8579442090909,11
390,Benton City,46.2779545,-119.4883695,1
391,Benton Harbor,42.099859359999996,-86.4392113,10
392,Bentonville,36.3502745,-94.24754580000001,2
393,Berea,37.189323025,-82.74140117500001,4
394,Bergen,40.8785798,-74.0778854,1
395,Bergenfield,40.9127153,-73.9955978,1
396,Berkeley,38.17052065416667,-109.76563602499998,24
397,Berkeley Township,39.913978799999995,-74.1592278,1
398,Berkley,42.488370200000006,-83.2023834,1
399,Berlin,40.53879015,-75.540913975,4
400,Bernalillo,35.3146918,-106.5537901,3
401,Bernardino,34.113757,-117.3101241,1
402,Bernards,40.6532665,-74.5756097,2
403,Berne,42.589216,-74.18296590000001,1
404,Bernice,32.808429700000005,-92.5009668,1
405,Bernville,40.4154725,-76.0624996,1
406,Berrien Springs,42.0006269,-86.454048,3
407,Berry Creek,39.631273,-121.380628,1
408,Berryville,37.7295213,-85.74236125,2
409,Berthoud,40.2895167,-105.08849679999999,2
410,Berwick,43.3343668,-70.8637768,1
411,Berwyn,41.379827774999995,-84.702648425,4
412,Bessemer,38.63250368,-88.19656896,5
413,Bethany,35.511180375,-97.64113887500001,4
414,Bethel,55.93667764999999,-139.69142985000002,4
415,Bethesda,38.980731799999994,-77.0936686,1
416,Bethlehem,39.09191923076923,-77.29799432307692,13
417,Bettendorf,41.548709325000004,-90.49629777499999,4
418,Beulah,32.723732399999996,-85.1660608,1
419,Beverly,41.55762106666667,-74.46502730000002,3
420,Beverly Hills,32.376190566666665,-106.45349886666668,3
421,Bevinsville,37.334664200000006,-82.73877590000001,1
422,Bexley,39.956833700000004,-82.92447800000001,1
423,Biddeford,43.4957935,-70.46114240000001,1
424,Big Bear,34.259856899999996,-116.8665897,1
425,Big Cypress,25.8768713,-81.22999109999999,2
426,Big Lake,48.98690588000001,-117.76000824,5
427,Big Rapids,43.6989674,-85.46647995000001,2
428,Big Rock,41.772211,-88.592802,1
429,Big Sandy,32.562342,-95.014921,1
430,Big Spring,32.225465480000004,-101.48162183999999,5
431,Big Springs,41.057214650000006,-102.07587165000001,2
432,Big Stone Gap,36.87748575,-82.73796525,2
433,Big Sur,36.304400433333335,-121.82958509999999,3
434,Big Wells,28.573352699999997,-99.568657,5
435,Bigfork,47.997654,-114.04593100000001,1
436,Billings,45.78634072727272,-108.52055611818182,22
437,Biloxi,30.424851014285714,-88.91969740000002,7
438,Bingham,45.037597600000005,-69.820422,1
439,Binghamton,42.101282133333335,-75.8921077,3
440,Birch Bay,48.947387400000004,-122.7866251,1
441,Birch River,38.4835765,-80.7596625,1
442,Birch Run,43.2486277,-83.7730388,1
443,Birch Tree,36.99687670000001,-91.5054077,1
444,Birchfield,46.57460510000001,-120.43545120000002,1
445,Birchwood,35.2501364,-85.0318995,1
446,Birds Landing,38.1835844,-121.8061858,1
447,Birmingham,33.51979155522387,-86.80195507462686,67
448,Bisbee,31.45028145,-109.9603754,2
449,Bishop,37.3380443,-118.4229139,1
450,Bishopville,38.4287482,-75.2195235,1
451,Bismarck,45.3027716,-99.07508611666667,6
452,Bixby,35.9459796,-95.8771572,2
453,Black Forest,39.033978999999995,-104.70671,1
454,Black Oak,41.363654700000005,-92.78480290000002,1
455,Black River Falls,44.294683299999996,-90.8515311,1
456,Blackduck,47.7305312,-94.55413659999999,1
457,Blackey,37.1400957,-82.979051,1
458,Blackfoot,43.18933654999999,-112.3524516,2
459,Blacksburg,35.616877375,-81.192000875,4
460,Blackwell,36.811394899999996,-97.3009612,1
461,Bladenboro,34.531568,-78.76575600000001,1
462,Bladensburg,38.9408293,-76.92967790000002,1
463,Blaine,45.1814846,-93.25843100000002,3
464,Blair,41.54873795,-96.1322748,2
465,Blairsville,40.46972,-79.2195504,1
466,Blakeslee,41.07253075,-75.57321805000001,2
467,Blanchard,35.07320429999999,-97.66623129999999,1
468,Bloomburg,33.104826,-94.051456,1
469,Bloomfield,39.4313719875,-91.03402904999999,8
470,Bloomfield Hills,42.603880600000004,-83.26462540000001,1
471,Bloomfield Township,42.58173970000001,-83.26522320000001,1
472,Blooming Prairie,43.8703011,-93.04880770000001,1
473,Bloomingdale,34.359722,-79.582846,4
474,Bloomington,39.56322508,-96.43567995,20
475,Bloomsburg,41.0444327,-76.4591546,2
476,Blossom,33.6625874,-95.3831191,1
477,Blountsville,34.138993299999996,-86.48413120000001,2
478,Blountville,36.56059896666667,-82.36074966666668,3
479,Blowing Rock,36.0869956,-81.7732829,1
480,Blue Ash,39.2374682,-84.3911205,1
481,Blue Grass,41.5091944,-90.73907879999999,1
482,Blue Island,41.658273050000005,-87.67937775,2
483,Blue Lake,40.883989,-123.96743359999999,1
484,Blue Mountain,34.6291653,-89.01833559999999,1
485,Blue Ridge,33.861890966666664,-92.34566956666667,3
486,Blue River,43.331712100000004,-90.5927155,1
487,Blue Rock,39.830785,-81.856791,1
488,Blue Springs,39.297782225000006,-94.89072298750001,8
489,Bluefield,37.303491433333335,-81.19588293333334,3
490,Bluewater Village,35.2550341,-107.98561670000001,1
491,Bluewell,37.30428870000001,-81.2570063,1
492,Bluff City,36.481235600000005,-82.24879469999999,2
493,Bluffton,36.571406749999994,-82.39302777500001,4
494,Blythe,33.610138799999994,-114.6577879,1
495,Blytheville,35.90703284999999,-89.9093105,2
496,Boardman,41.05098029999999,-80.64230155,2
497,Boaz,34.207477250000004,-86.16493715,2
498,Boca Raton,26.355543183333335,-80.13370238333333,12
499,Boerne,29.820698125,-98.744826725,4
500,Bogalusa,30.704078999999997,-89.847638,1
501,Bogart,33.93270755,-83.52013735000001,4
502,Bogue Chitto,31.43027482,-90.4847487,5
503,Bohemia,40.7626555,-73.1032443,1
504,Boiling Spring Lakes,34.020438899999995,-78.04515579999999,1
505,Boiling Springs,35.03958815,-81.99975475,2
506,Bois D'Arc,37.1880931,-93.550885,1
507,Boise,43.61592297894736,-116.24756169999998,19
508,Boligee,32.7989005,-88.02824890000001,1
509,Bolingbrook,41.694673,-88.08422859999999,2
510,Bolivar,35.253033,-88.967687,1
511,Bolivia,33.932671899999995,-78.20026700000001,1
512,Bolton,43.077940749999996,-72.64951225,2
513,Bon Aqua,35.97362145,-87.39072747499999,4
514,Bonaire,32.531953900000005,-83.5687374,2
515,Bonanza,33.4697228,-84.339462,1
516,Bonduel,44.6603306,-88.4362009,1
517,Bone Lake,45.540361,-92.406602,2
518,Bonham,33.5986136,-96.17390473333334,3
519,Bonifay,30.8397754,-85.77640875,2
520,Bonita Springs,26.3444051,-81.77562884000001,5
521,Bonne Terre,37.91263,-90.53265,1
522,Bonners Ferry,48.9840349,-116.17312350000002,1
523,Bonney Lake,47.1797773,-122.1913517,1
524,Bonnyman,37.3138794,-83.2361087,1
525,Bonsall,33.281237899999994,-117.2263017,1
526,Boone,38.82783574444444,-87.07285606666666,9
527,Boones Mill,37.1258129,-79.96337804999999,2
528,Booneville,37.8809215,-88.7208377,3
529,Boons Camp,37.844167999999996,-82.669292,1
530,Boonville,40.412865520000004,-83.61960096,5
531,Bordentown,40.147551,-74.70025820000001,1
532,Boring,45.416585,-122.31835826666668,3
533,Boron,35.00627479999999,-117.7002142,1
534,Borrego Springs,33.166733225,-116.37503097499999,4
535,Bosque Farms,34.864795,-106.6905336,1
536,Bossier CIty,32.5157851,-93.72664549999999,1
537,Bossier City,32.51559278888889,-93.6949622111111,9
538,Boston,42.153071161904755,-71.4096010047619,21
539,Boston Township,42.9338299,-85.26251590000001,1
540,Bothel,47.7591964,-122.20509140000001,1
541,Bothell,47.81142576666667,-122.20550653333332,3
542,Boulder,41.39420524444444,-106.78981295555553,9
543,Boulder City,35.97051542,-114.83913235999998,5
544,Boulder Creek,37.150232,-122.127311,1
545,Boulevard,32.705447,-116.36107700000001,3
546,Bountiful,40.891350466666665,-111.88818173333333,3
547,Bourbon,38.1962162,-91.2831243,1
548,Bowbells,48.9885034,-102.2095723,1
549,Bowdoin,44.0786118,-69.9845152,2
550,Bowie,38.944867120000005,-76.75920568000001,5
551,Bowling Green,37.94853934444445,-85.82512142222222,9
552,Bowman,33.3584864,-80.5902215,1
553,Box Elder,44.120432799999996,-103.0697423,1
554,Boyceville,45.0438862,-92.0441642,1
555,Boyertown,40.32949179999999,-75.63774120000001,2
556,Boyle Heights,34.04061926666666,-118.20862023333332,3
557,Boyne Falls,45.2656321,-84.9238376,1
558,Boynton Beach,26.538665957142857,-80.09920610714288,14
559,Bozeman,45.666728733333336,-111.05610683333333,3
560,Braceville,41.2239416,-88.26865040000001,1
561,Bracey,36.605675399999996,-78.16621459999999,1
562,Brackettville,29.32335356666667,-100.41447356666667,3
563,Braddock,40.3992782,-79.8405767,1
564,Bradenton,27.467888880769223,-82.55669172307692,26
565,Bradford,42.0639894,-78.27483635,2
566,Bradley,33.02041,-93.891136,1
567,Bradley Beach,40.203558799999996,-74.01419250000001,1
