,county,Latitude,Longitude,death_count
390,Dewey,42.738119225000005,-100.5972838,4
391,Dickenson,37.0750546,-82.45264420000001,1
392,Dickinson,41.7956664875,-94.3880831375,8
393,Dickson,36.3016559,-87.3474306,1
394,Dillon,34.34197685,-79.435928975,4
395,Dimmit,28.543690437499997,-99.67094978750002,8
396,Dinwiddie,37.06900435,-77.5729609,2
397,District of Columbia,38.891398993975905,-76.9915154072289,83
398,Dixie,29.651686666666667,-83.10315666666666,3
399,Dixon,42.2305588,-97.01782359999999,1
400,Dodge,40.11415865454545,-89.33717667272728,11
401,Dona Ana,32.21930624634146,-106.59233412439023,41
402,Doniphan,39.7591606,-94.9496907,1
403,Dooly,32.059955699999996,-83.62119849999998,1
404,Dorchester,34.00623502352941,-79.4952145411765,17
405,Dougherty,31.573983616666666,-84.15041225,6
406,Douglas,40.605120289208635,-98.9607237158273,139
407,Drew,33.535206699999996,-91.6588605,2
408,DuPage,41.83640665,-88.08505130454547,22
409,Dubuque,42.51389615,-90.67321935000001,6
410,Duchesne,40.25007393333334,-110.1282924,3
411,Dunklin,36.27509536666667,-90.0592582,3
412,Dunn,45.04089423333334,-91.87433173333334,3
413,Duplin,35.152475,-78.102784,1
414,Durham,35.998873208,-78.89256698,25
415,Dutchess,41.7195528888889,-73.8258278,9
416,Duval,30.321188137226272,-81.64720492627735,137
417,Dyer,36.05814992222222,-89.39616114444443,9
418,Eagle,39.63947313333333,-106.66147756666665,3
419,East Baton Rouge,30.460542279365075,-91.11933271428573,63
420,East Feliciana,30.845219500000002,-91.11692574,5
421,Eastland,32.3886481,-98.92889646666667,3
422,Eaton,42.64707605,-84.7035955625,8
423,Eau Claire,44.7825284,-91.39987517272728,11
424,Ector,31.86836342,-102.39102117999998,20
425,Eddy,32.45710472857143,-104.28061121428571,14
426,Edgecombe,35.94419592857143,-77.67310441428572,7
427,Edgefield,33.7108777,-81.93115075,2
428,Edwards,38.3782722,-88.0495445,1
429,Effingham,32.2561589875,-81.27012725,8
430,El Dorado,38.776667018750004,-120.62066096874999,16
431,El Paso,35.603009369863,-105.5187189034246,146
432,Elbert,37.7210102,-97.35857019999999,3
433,Elkhart,41.67091295909091,-85.93541250454544,22
434,Elko,40.78327421666666,-115.42856350000001,6
435,Ellis,35.51439031111111,-98.11083828888889,18
436,Elmore,34.80926982857143,-92.48262162142859,14
437,Emanuel,32.580258,-82.2977592,2
438,Emery,39.458835,-111.144384,1
439,Emmet,45.53881306666667,-84.77489976666668,3
440,Emporia City,36.6928329,-77.5376482,1
441,Erath,32.13004505,-98.1777313,2
442,Erie,42.453782968421045,-79.59132013157894,38
443,Escambia,30.593444432558133,-87.26181707674418,43
444,Essex,41.14933582993199,-73.68398777074832,147
445,Estill,35.8378244,-83.73624029999999,1
446,Etowah,34.02199348125,-85.99345670625,16
447,Eureka,39.5287125,-116.32866729999999,1
448,Evangeline,30.68201288571429,-92.40073808571428,7
449,Evans,32.217782,-81.926223,1
450,Fairbanks North Star,64.83988645,-147.64994354444445,18
451,Fairfax,38.81866451212122,-77.2223361878788,33
452,Fairfield,41.005963270270286,-74.85723832162162,37
453,Falls,31.35208823333333,-96.94182256666666,3
454,Fannin,33.721920025,-94.73692276250001,8
455,Faulkner,35.078528866666666,-92.4119619,3
456,Fauquier,38.66451195,-77.79665564999999,2
457,Fayette,38.097412584126985,-83.69219532539685,63
458,Fentress ,36.191998100000006,-85.0129509,1
459,Ferry,48.85542255,-118.59554630000001,2
460,Fillmore,43.6593501,-91.9130494,1
461,Finney,37.96775378,-100.85973308,5
462,Flagler,29.517113075,-81.26153565,4
463,Flathead,48.2807673625,-114.38941138749999,8
464,Fleming,38.389994,-83.67651323333332,3
465,Florence,34.092752600000004,-79.7329016,12
466,Floyd,37.45981305238096,-85.09696841904763,21
467,Foard,33.9872679,-99.7240199,1
468,Fond du Lac,43.719996933333334,-88.40718943333333,3
469,Ford,38.91380182,-95.22639871999999,5
470,Forest,45.56739982222222,-88.90622501111109,9
471,Forrest,31.291818009090903,-89.29087210909091,11
472,Forsyth,35.31803493750001,-81.88460402916668,24
473,Fort Bend,29.625355546874992,-95.653105471875,32
474,Franklin,39.583052242173935,-84.95073362217391,230
475,Franklin City,36.6905547,-76.9385932,1
476,Frederick,39.365267728125005,-77.57067724687496,32
477,Fredericksburg City,37.94325995,-77.45208345,4
478,Freeborn,43.6463072,-93.371178,1
479,Freestone,31.725775399999996,-96.1599483,1
480,Fremont,40.802098746666665,-106.28752186666665,15
481,Fresno,36.745483199999995,-119.783289421118,161
482,Frio,28.668043199999996,-99.1602231,1
483,Fulton,34.1379537281768,-84.21913974585638,181
484,Gadsden,30.537790666666666,-84.57545950000001,3
485,Gage,40.15649760000001,-96.69574080000001,2
486,Gaines,32.7268685,-102.8562248,1
487,Gallatin,43.72673032857142,-103.61758060000001,7
488,Gallia,38.842529,-82.267415,1
489,Galveston,29.759809260526325,-94.74626287105264,38
490,Garfield,38.10789236363637,-103.1284473727273,11
491,Garland,34.49187478,-93.09254529333333,15
492,Garrard,37.62176144,-84.5755899,5
493,Garrett,39.6895643,-79.1047125,1
494,Garvin,34.773723200000006,-97.27189282499998,8
495,Gasconade,38.52701355,-91.4711231,2
496,Gaston,35.30422445909091,-81.17168114090912,22
497,Geary,39.02741868333333,-96.83094556666664,6
498,Geauga,41.52588305,-81.13853600000002,2
499,Gem,43.87046335,-116.41710164999999,2
500,Genesee,43.00946389107145,-83.50593027499998,56
501,Geneva,31.09103685,-85.71454260000002,2
502,Gentry,40.110935999999995,-94.2089195,1
503,George,30.8686182,-88.61231676666667,3
504,Georgetown,33.47964423333333,-79.32564153333333,6
505,Gibson,36.22291358571429,-88.67901950000001,7
506,Gila,33.85676543333333,-111.05883673333335,6
507,Gilchrist,29.683580999999997,-82.8467685,2
508,Giles,36.57758784999999,-82.83953776666665,6
509,Gillespie,30.237423200000002,-99.2430291,1
510,Glacier,48.5261402,-112.8394329,4
511,Gladwin,43.857485100000005,-84.4211378,1
512,Glascock,33.2334555,-82.5954099,1
513,Glenn,39.7474507,-122.2054318,1
514,Gloucester,39.45319870666666,-75.33310502666667,15
515,Glynn,31.198188708333337,-81.47752079166666,12
516,Gogebic,46.472447466666665,-90.09230296666665,3
517,Gonzales,29.618022349999997,-97.3767448,2
518,Goochland,37.801578000000006,-77.92739399999999,1
519,Goodhue,44.45648255,-92.772257675,4
520,Gooding,42.84921525,-114.6804352,2
521,Gordon,34.53285672,-84.91916522,5
522,Goshen,42.0624646,-104.1843942,1
523,Gove,39.093236899999994,-100.44428205,2
524,Grady,34.319333199999996,-95.6482987,12
525,Grafton,43.89988405,-72.0136366,2
526,Graham,32.8176011,-109.7329459,1
527,Grainger,36.3385946,-83.48600325000001,2
528,Grand,39.17130760000001,-108.23219816000001,5
529,Grand Forks,46.91173605000001,-94.36645730000001,8
530,Grand Traverse,44.68788592000001,-85.67346061999999,5
531,Granite,46.3367872,-113.3105013,1
532,Grant,39.421420919999996,-96.88076419666668,30
533,Granville,36.185017571428574,-78.67507581428572,7
534,Graves,36.613746,-88.505685,1
535,Gray,36.6833294,-100.65667155,2
536,Grays Harbor,47.00703994444445,-123.73633543333332,9
537,Grayson,35.251300536363644,-90.98333460000002,11
538,Green,42.59768830000001,-89.59911246666665,3
539,Green Lake,43.8446197,-88.94421170000001,1
540,Greenbrier,37.82203713333333,-80.48825986666667,3
541,Greene,37.17219439178085,-88.93328562876717,73
542,Greenlee,33.05628230000001,-109.32856149999999,1
543,Greensville,36.67813435,-77.55695664999999,2
544,Greenup,38.5183044,-82.7274629,2
545,Greenville,34.84255407118644,-82.38029600338982,59
546,Greenwood,34.986383369230765,-85.40637076923076,13
547,Greer,34.8857171,-99.5112522,1
548,Gregg,32.472503386956525,-94.80717141739129,23
549,Grenada,33.75553764285714,-89.81449978571429,7
550,Grimes,30.5225408,-95.88644024999999,2
551,Grundy,38.00701687142857,-87.45717521428571,7
552,Guadalupe,29.570245500000006,-98.11817596666666,9
553,Guernsey,40.027487199999996,-81.39317020000001,2
554,Guilford,36.04825508205129,-79.8682831051282,39
555,Gulf,29.814683199999997,-85.30263765000001,2
556,Gunnison,38.780811,-106.869948,1
557,Guthrie,41.6924753,-94.37100670000001,1
558,Gwinnett,33.96647188550725,-84.08226046956524,69
559,HInds,32.2616005,-90.255207,1
560,Habersham,34.575312733333334,-83.56387203333334,3
561,Hale,34.2016403,-101.7099014,4
562,Halifax,36.455150175,-78.1168302875,8
563,Hall,36.88823478571428,-89.55005762857142,28
