,county,date,party,Latitude,Longitude,death_count,death_hthou,population
216,"Allentown, PA",2018,blue,40.572537133333334,-75.52587403333332,3,0.43930361590806255,682899.0
217,"Allentown, PA",2019,blue,40.611057,-75.47182159999998,1,0.14643453863602085,682899.0
218,"Alliance, NE",2012,red,42.0971859,-102.8708648,1,12.257906349595489,8158.0
219,"Alliance, OH",2010,red,40.924318,-81.101888,1,3.1488128975376286,31758.0
220,"Alliance, OH",2020,red,40.901664700000005,-81.1059037,1,3.1488128975376286,31758.0
221,"Allison Park, PA",2010,blue,40.566392799999996,-79.99856319999998,1,4.536999228710131,22041.0
222,"Alma, AR",2012,red,35.4831875,-94.226339,1,17.42767514813524,5738.0
223,"Alma, CO",2006,red,39.2863783,-106.0202957,1,335.5704697986577,298.0
224,"Alma, GA",2007,red,31.5393701,-82.4623557,1,29.197080291970806,3425.0
225,"Almond, WI",2001,blue,44.2617055,-89.3675077,1,231.48148148148147,432.0
226,"Aloha, OR",2001,blue,45.4926508,-122.8675179,1,1.8114301240829633,55205.0
227,"Aloha, OR",2007,blue,45.4878813,-122.8819777,1,1.8114301240829633,55205.0
228,"Aloha, OR",2012,blue,45.4698771,-122.8685519,2,3.6228602481659267,55205.0
229,"Aloha, OR",2015,blue,45.4900062,-122.87690475,2,3.6228602481659267,55205.0
230,"Alpharetta, GA",2001,blue,33.988761600000004,-84.27372890000002,1,1.5197799358652866,65799.0
231,"Alpharetta, GA",2009,blue,34.117929399999994,-84.22822745,2,3.039559871730573,65799.0
232,"Alpharetta, GA",2013,blue,34.067359350000004,-84.28208405000001,2,3.039559871730573,65799.0
233,"Alpine, CA",2003,blue,32.80947933333333,-116.64182286666664,3,20.27712064886786,14795.0
234,"Alpine, CA",2006,blue,32.82967,-116.79951,1,6.759040216289287,14795.0
235,"Alpine, CA",2011,blue,32.82028445,-116.70071195,2,13.518080432578573,14795.0
236,"Alpine, CA",2015,blue,32.751050899999996,-116.7013245,1,6.759040216289287,14795.0
237,"Alpine, CA",2018,blue,32.8351468,-116.7579326,1,6.759040216289287,14795.0
238,"Alpine, TX",2016,red,30.3571192,-103.6684276,1,16.194331983805668,6175.0
239,"Altadena, CA",2010,blue,34.193138399999995,-118.134066,1,2.2106287028030773,45236.0
240,"Altadena, CA",2011,blue,34.1789045,-118.1332657,1,2.2106287028030773,45236.0
241,"Altamont, TN",2000,red,35.4566065,-85.7310597,1,97.37098344693281,1027.0
242,"Altamonte Springs, FL",2006,red,28.671125800000002,-81.399615,1,2.258508932402828,44277.0
243,"Altamonte Springs, FL",2014,red,28.671954149999998,-81.39179659999998,2,4.517017864805656,44277.0
244,"Altavista, VA",2005,red,37.108990000000006,-79.28942550000002,1,21.62629757785467,4624.0
245,"Altavista, VA",2010,red,37.164099,-79.26451800000002,1,21.62629757785467,4624.0
246,"Altavista, VA",2012,red,37.115949,-79.28863,1,21.62629757785467,4624.0
247,"Alto, TX",2013,red,31.650444699999998,-95.0725766,1,81.30081300813008,1230.0
248,"Alto, TX",2019,red,31.6502851,-95.0730247,1,81.30081300813008,1230.0
249,"Alton, IL",2003,red,38.921959,-90.191092,1,1.242822698913773,80462.0
250,"Alton, IL",2015,red,38.8922565,-90.1353665,1,1.242822698913773,80462.0
251,"Alton, IL",2018,red,38.890044399999994,-90.1271542,1,1.242822698913773,80462.0
252,"Alton, IL",2020,red,38.8895114,-90.15905579999999,1,1.242822698913773,80462.0
253,"Alton, MO",2001,red,36.6904584,-91.4638627,1,119.18951132300357,839.0
254,"Altoona, IA",2007,blue,41.6004509,-93.4619378,1,5.347879565752179,18699.0
255,"Altoona, IA",2018,blue,41.6554004,-93.4662925,1,5.347879565752179,18699.0
256,"Altoona, IA",2020,blue,41.66625585,-93.47096984999999,2,10.695759131504358,18699.0
257,"Altoona, PA",2000,red,40.5200848,-78.3787787,1,1.3141295206055508,76096.0
258,"Altoona, PA",2005,red,40.5105131,-78.3837748,1,1.3141295206055508,76096.0
259,"Altoona, PA",2013,red,40.5079639,-78.4001835,1,1.3141295206055508,76096.0
260,"Altus, OK",2000,red,34.637797,-99.3164767,1,5.282341133590407,18931.0
261,"Altus, OK",2005,red,34.658375899999996,-99.330252,1,5.282341133590407,18931.0
262,"Alvarado, TX",2016,red,32.4883452,-97.1755154,1,22.21235006663705,4502.0
263,"Alvin, TX",2012,red,29.408706,-95.235667,1,3.7772909269471935,26474.0
264,"Alvin, TX",2015,red,29.406781899999995,-95.2587347,1,3.7772909269471935,26474.0
265,"Alvin, TX",2016,red,29.4693279,-95.3000069,1,3.7772909269471935,26474.0
266,"Alvin, TX",2018,red,29.4208538,-95.2669439,1,3.7772909269471935,26474.0
267,"Amarillo, TX",2000,red,35.201613,-101.84711023333334,3,1.4558018556620986,206072.0
268,"Amarillo, TX",2002,red,35.2002672,-101.795406,1,0.48526728522069956,206072.0
269,"Amarillo, TX",2003,red,35.21825154,-101.825966,5,2.426336426103498,206072.0
270,"Amarillo, TX",2005,red,35.2508739,-101.8183344,1,0.48526728522069956,206072.0
271,"Amarillo, TX",2007,red,35.19282135,-101.87246465,2,0.9705345704413991,206072.0
272,"Amarillo, TX",2008,red,35.187675,-101.871041,1,0.48526728522069956,206072.0
273,"Amarillo, TX",2010,red,35.21420620000001,-101.92395875,2,0.9705345704413991,206072.0
274,"Amarillo, TX",2011,red,35.20823805,-101.83528782500001,4,1.9410691408827982,206072.0
275,"Amarillo, TX",2012,red,35.231741549999995,-101.7525738,2,0.9705345704413991,206072.0
276,"Amarillo, TX",2013,red,35.228531966666665,-100.3773196,3,1.4558018556620986,206072.0
277,"Amarillo, TX",2014,red,35.233751700000006,-101.82544012,5,2.426336426103498,206072.0
278,"Amarillo, TX",2015,red,35.1326265,-101.86888225,2,0.9705345704413991,206072.0
279,"Amarillo, TX",2016,red,35.211158733333335,-101.87249413333332,3,1.4558018556620986,206072.0
280,"Amarillo, TX",2017,red,35.2132068,-101.84367885,2,0.9705345704413991,206072.0
281,"Amarillo, TX",2018,red,35.173291799999994,-101.86875883333333,3,1.4558018556620986,206072.0
282,"Amarillo, TX",2019,red,35.194815875,-101.82225725,4,1.9410691408827982,206072.0
283,"Amarillo, TX",2020,red,35.2275339,-101.8292393,1,0.48526728522069956,206072.0
284,"Amber, OK",2005,red,35.1603415,-97.8792104,1,221.72949002217294,451.0
285,"Amberg, WI",2020,red,45.4888208,-87.9963408,1,473.93364928909955,211.0
286,"Ambridge, PA",2013,red,40.595551,-80.225865,1,14.872099940511601,6724.0
287,"Ambrose, GA",2000,red,31.536665999999997,-83.006547,1,260.41666666666663,384.0
288,"American Canyon, CA",2002,blue,38.161153999999996,-122.2562898,1,4.939003309132217,20247.0
289,"American Canyon, CA",2013,blue,38.1751565,-122.2431707,1,4.939003309132217,20247.0
290,"American Fork, UT",2016,red,40.3767512,-111.8159317,1,3.386730788769601,29527.0
291,"American Fork, UT",2018,red,40.3953696,-111.8206976,1,3.386730788769601,29527.0
292,"Americus, GA",2014,blue,31.970945699999998,-84.31671659999998,1,5.791729410401946,17266.0
293,"Americus, GA",2016,blue,32.082773100000004,-84.23602509999998,1,5.791729410401946,17266.0
294,"Ames, IA",2009,blue,42.0798302,-93.5660039,1,1.4672222548271614,68156.0
295,"Ames, IA",2013,blue,42.0266187,-93.6464654,1,1.4672222548271614,68156.0
296,"Amherst, OH",2017,blue,41.403968,-82.19478099999998,1,8.272667107875579,12088.0
297,"Amherst, VA",2005,red,37.522493700000005,-79.1156749,1,45.47521600727603,2199.0
298,"Amherst, VA",2014,red,37.5450501,-79.08221230000002,1,45.47521600727603,2199.0
299,"Amherst, VA",2015,red,37.63772,-79.02261329999997,1,45.47521600727603,2199.0
300,"Amherst, VA",2018,red,37.6413842,-78.9813362,1,45.47521600727603,2199.0
